compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"INK, INC.",,314 Kittson Ave.,Grand Forks,ND,58201,7017755300,3,T-shirt screen printing,Patti Eider,F,,Owner & Pres.,Kelly Thompson,M,Q,V-P.,7017752459,,,,,,,,1986,L,I,"under $500,000","2,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC0360,No,2396,,180083,2020NDMR,NDMR,1997,9, ,AABB,,,
RADI'S CUSTOM WOODWORKS,,4366 24th Ave. N.,Grand Forks,ND,58203,7017460611,6,Wooden cabinets,Brian D. Radi,M,,Ptnr.,Dan Radi,M,Q,Ptnr.,7017460374,,,brian@radiwoodworks.net,,,,,1988,L,2,"$500,000-$1Mil","9,300",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0326,No,2434,,180086,2020NDMR,NDMR,1997,9, ,AABB,,,
"NORTHLAND PRINTING, INC.",,"1013 N. 5th St., Ste. 1",Grand Forks,ND,58203,7017469351,2,Offset printing,William Kuhl,M,,Pres.,Jeanne Kuhl,F,Q,V-P.,7017467218,,northlandprinting-gf.com,info@northlandprinting-gf.com,,,,,1983,L,I,"under $500,000","2,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0600,No,2752,,180087,2020NDMR,NDMR,1997,9, ,AABB,,,
"PRECISION RESULTS MFG., INC.",,210 17th St. S.W.,Jamestown,ND,58401,7012520875,15,"Tube bending, fabrication & punching, sheet metal fabrication, welding & machining job shop",Kent S. Paulson,M,Q,Pres.,Mark C. Robbins,M,,V-P.,7012521143,8007858994,www.precisionresults.net,precision@precisionresults.net,,,,,1996,N,I,$1.5Mil-$2Mil,"20,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TU0040,No,3498,3444,180103,2020NDMR,NDMR,1997,5, ,AABB,,,
THE JAMESTOWN SUN,,121 3rd St. N.W.,Jamestown,ND,58401,7012523120,28,Newspaper publishing,Rob Keller,M,Q,"Publisher & Dir., Adv.",Kathy Steiner,F,,Editor,7012512873,8006578067,www.jamestownsun.com,ksteiner@jamestownsun.com,P.O. Box 1760,Jamestown,ND,58402,1890,L,I,-,"13,000",N,Kathy Hilgemann,F,,Bus. & Fin. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forum Communications Co.,Fargo,ND,7012357311,NE0100,No,2711,,180107,2020NDMR,NDMR,1997,4, ,AABB,,101 5th St. N.,58102
"LOWE'S PRINTING, INC.",,129 5th Ave. N.W.,Minot,ND,58703,7018521211,20,"Commercial printing, typesetting, spiral binding & trophy & plaque engraving",Tom Lowe,M,Q,Owner,,,,,7018522499,8007602529,www.lowesprinting.com,rob@lowesprinting.com,P.O. Box 1116,Minot,ND,58702,1955,L,I,$1Mil-$2.5Mil,"18,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,2791,180114,2020NDMR,NDMR,1997,5, ,AABB,,,
"GREATER NORTHWEST PUBLISHING, INC.",,"1829 Burdick Expy. W., P.O. Box 877",Minot,ND,58701,7018380227,10,Weekly newspaper publishing,Terry Froseth,M,,Pres.,Bob Kastner,M,Q,"GM, Fin. & R & D Mgr.",7018524908,,,,,,,,1972,R,I,$1Mil-$2.5Mil,"8,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE0100,No,2711,,180115,2020NDMR,NDMR,1997,5, ,AABB,,,
"DAKOTA CUSTOM FURNITURE, INC.",,3001 24th St. S.E.,Minot,ND,58701,7018382453,2,"Custom handcrafted wooden furniture & kitchen cabinets, including refinishing & repair",Michael Pankow,M,Q,"Pres., CFO",,,,,,,,dakotacustomfurniture@hotmail.com,,,,,1982,R,I,"under $500,000","3,800",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FU0347,No,2511,2434,180117,2020NDMR,NDMR,1997,9, ,AABB,,,
"WILLISTON WOODWORKS, INC.",,2108 4th Ave. W.,Williston,ND,58801,7015729460,9,Wooden cabinets,John Haskins,M,,Pres.,Melissa Sundby,F,Q,Bookkeeper,7015722511,,,,,,,,1951,R,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0326,No,2434,,180120,2020NDMR,NDMR,1997,9,S,AAN1,,,
"G & R GRAIN & FEED, INC.",,1001 3rd Ave. S.,New Rockford,ND,58356,7019475714,5,Livestock feed,Chet Pollert,M,,Pres.,Lisa Thompson,F,Q,Off. Mgr.,7019472180,8889475714,,gandr@stellarnet.com,,,,,1978,L,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0040,No,2048,,180121,2020NDMR,NDMR,1997,9, ,AABB,,,
TERHORST MFG. CO.,,615 Burdick Expy. E.,Minot,ND,58701,7018520535,30,Plastic injection molding,Bradley Weber,M,,"Pres., CFO & GM",Ron Martin,M,Q,V-P.,7018526124,8002635062,www.terhorstmfg.com,bgw@srt.com,P.O. Box 997,Minot,ND,58702,1926,I,I,$4Mil-$6Mil,"70,000",N,David Knutson,M,,Fin. Mgr. & Pur. Agt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL0440,No,3089,,180122,2020NDMR,NDMR,1997,4, ,AABB,,,
"APEX MACHINE SHOP, INC.",,"13561 57th J Loop N.W., P.O. Box 2108",Williston,ND,58801,7017740354,3,General machining job shop,Jude Slabodnik,M,Q,Pres.,,,,,,,,,,,,,1987,R,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0460,No,3599,,180133,2020NDMR,NDMR,1997,9, ,AABB,,,
"RED RIVER FABRICATING, INC.",Sheyenne River Products,109 8th Ave. N.,West Fargo,ND,58078,7012827590,15,Steel fabrication,Chris Gilleland,M,Q,Pres.,Barrett Irving,M,,Secy-Treas.,7012827591,,www.rrfab.com,sales@rrfab.com,,,,,1978,R,I,-,"15,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST1200,No,3312,,180134,2020NDMR,NDMR,1997,5,M,A1,,,
QUALITY MEATS & SEAFOODS,,"700 Center St., P.O. Box 337",West Fargo,ND,58078,7012820202,90,Boneless beef processing & packing,Ron Jansen,M,,Pres.,Blair Kemmer,M,,IT Mgr.,7012820583,8009594250,www.qualitymeats.com,admin@qualitymeats.com,,,,,1967,R,I,-,"3,500",Y,Deb Klein,F,Q,Bookkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0128,No,2011,,180135,2020NDMR,NDMR,1997,3, ,AABB,,,
"J. S. M. WOODWORK, LLP",,268 E. Main Ave.,West Fargo,ND,58078,7012815070,20,Wooden cabinets & fixtures,Jason Messer,M,,"Pres., Sales Mgr.",Lauryn Vanburger,F,Q,Hum. Res. Mgr.,7012828469,,www.jsmwood.com,jason@jsmwood.com,,,,,1995,I,P,-,"7,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakota Real Estate Investment Trust,Fargo,ND,7012396879,CA0326,No,2431,2541,180136,2020NDMR,NDMR,1997,5,S,AAN1,,"3003 32nd Ave. S., Ste. 250",58103
BEE SEEN EMBROIDERY & PROMOTIONS,Bee Seen Gear,"2796 5th Ave. S., Ste. B",Fargo,ND,58103,7012977705,3,"Embroidery, screen printing & promotional products",Tracy Weible,F,Q,Owner,,,,,7012977713,,www.beeseengear.com,info@beeseengear.com,,,,,1995,R,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM0060,No,2395,2396,180137,2020NDMR,NDMR,1997,9,,,,,
"IRA'S CUSTOM CABINETS, INC.",,16663 52nd St. S.E.,Kindred,ND,58051,7014283389,18,Custom wooden cabinets,John Giddings,M,Q,"Pres., CEO",,,,,7014283283,,,,,,,,1977,L,I,"under $500,000","10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0326,No,2431,,180138,2020NDMR,NDMR,1997,5, ,AABB,,,
"DAKOTA YEAST CO., LLC",,18175 Red River Rd. W.,Wahpeton,ND,58075,7016423300,20,Yeast,Gary Edward,M,,Pres.,Richard Ames,M,,GM & R & D Mgr.,7016421908,,,,,,,,1990,N,I,"$500,000-$1Mil","20,000",N,Jenny Kuchynski,F,,Consignment & Food Safety Coord.,Darryl Easton,M,Q,Pur. Agt.,Janna Fetland,F,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,YE0035,No,2099,,180140,2020NDMR,NDMR,1997,5, ,AABB,,,
"SUNGOLD FOODS, INC.",,11505 38th St. S.,Horace,ND,58047,7015884643,50,Sunflower seed & soybean processing & packaging,Troy Anderson,M,,Plt. Mgr.,Michelle Posner,F,Q,Off. Mgr.,7015884645,,www.redriv.com,contact@redriv.com,P.O. Box 1187,Fargo,ND,58106,1976,N,C,"$500,000-$1Mil","27,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Commodities, Inc.",Fargo,ND,7012822600,SU0028,No,2068,2075,180143,2020NDMR,NDMR,1997,3, ,AABB,,501 42nd St. N.,58102
"MEXICAN VILLAGE WHOLESALE FOODS, INC.",Full Service Foods,"217 Main St., P.O. Box 336",Hillsboro,ND,58045,7014364608,12,Sauces & spices,David Gordon,M,,"Owner, Fin. & MIS Mgr.",Amy Gordon,F,Q,GM & R & D Mgr.,7014363951,,www.fullservicefoods.com,help@fullservicefoods.com,,,,,1987,R,I,$2.5Mil-$5Mil,"6,000",N,Brian Mattson,M,,Opers. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA0414,No,2035,2033,180145,2020NDMR,NDMR,1997,5, ,AABB,,,
"SHEYENNE TOOLING & MFG., INC.",,"701 Lenham Ave. S.W., P.O. Box 647",Cooperstown,ND,58425,7017972700,95,"Grain augers, combine headers, skid steer attachments, snowblowers, metal fabrication & tool & die job shop",Pat Broten,F,,Pres.,James Broten,M,,V-P.,7017972584,8007971883,www.sheyennemfg.com,jeffk@sheyennemfg.com,,,,,1978,I,I,$9Mil-$10Mil,"100,000",Y,Tim James,M,,Opers. Mgr.,Julie Hook,F,,Pur. Mgr.,Melissa Myers,F,,Hum. Res. Mgr.,Jeff Kenninger,M,Q,Sales Coord.,,,,,,,,,,,,,,,,,,,,,TO0788,Yes,3544,3523,180155,2020NDMR,NDMR,1997,1, ,AABB,,,
"NORTHLAND TRUSS SYSTEMS, INC.",,"200 Front Ave., P.O. Box 133",Abercrombie,ND,58001,7015539160,45,Wooden roof & floor trusses,Josh Frank,M,Q,Trucking Mgr.,Jeff Lee,M,,Prodn. Designer,7015539161,8008809160,www.northlandtrusssystems.com,fargo@northlandtrusssystems.com,,,,,1992,R,I,$5Mil-$7Mil,"13,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northland Truss Systems, Inc.",Fargo,ND,7012824477,RO0330,No,2439,,180156,2020NDMR,NDMR,1997,4, ,AABB,,"4025 4th Ave. S., Ste. 2",58103
"CABINET MAKERS, INC.",,"360 36th St. S., Ste. C",Fargo,ND,58103,7012328723,6,Wooden cabinets,Jeff Schmidt,M,Q,Ptnr. & Pres.,Pat Berry,M,,Ptnr. & V-P.,7012324193,,,gail@cabinetmakersinc.com,,,,,1988,R,I,under $1Mil,"10,000",N,Gail Snead,F,,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0326,No,2434,2511,180160,2020NDMR,NDMR,1997,9, ,AABB,,,
"STANDARD INDUSTRIES, INC.",,4230 14th Ave. N.,Fargo,ND,58102,7012827550,45,"Metal fabrication, including stainless steel, steel & aluminum tank fabrication & farm machinery & machining & engineering services",Mike Lepine,M,,Pres.,Robert Arends,M,Q,Cont.,7012827644,,www.allowaystandard.com,sales@stanind.com,,,,,1975,N,I,-,"55,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0640,No,3499,3443,180171,2020NDMR,NDMR,1997,4, ,AABB,,,
"METAL TECH, INC.",,4502 15th Ave. N.W.,Fargo,ND,58102,7012825257,15,"Full-service CNC machining job shop, including design, welding, metal & steel sheet & plate fabrication, painting, cutting, forming & assembly",Murray Semanko,M,,Pres.,Nanette Hockert,F,Q,Off. Mgr.,7012822446,,www.metaltechnd.com,msemanko@metaltechnd.com,,,,,1994,N,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0461,No,3599,3444,180174,2020NDMR,NDMR,1997,5,S,AAN1,,,
"TIOGA MACHINE SHOP, INC.",,"6551 Highway 40, P.O. Box 848",Tioga,ND,58852,7016643337,20,General machining & welding job shop,Wes Johnson,M,,"Pres., R & D Mgr.",Dee Sanders,F,Q,Off. Mgr.,7016643338,,www.tiogamachineshop.com,tmsi@nccray.com,,,,,1966,R,I,"$500,000-$1Mil","17,128",N,Steve Eide,M,,Shop Mgr.,Cliff Keever,M,,Shop Mgr.,Jacey Pellitier,F,,Pur. Agt.,,,,,,,,,,,,,,,,,,,,,,,,,MA0460,No,3599,,180180,2020NDMR,NDMR,1997,5, ,AABB,,,
"M & W BEEF PACKERS, INC.",,"2511 M.W. Court S., P.O. Box 397",Mandan,ND,58554,7016632333,14,"Beef, pork, lamb, veal & bison processing & packing for wholesalers & grocery stores",Steve P. Moore,M,,Pres.,Mark Hoffert,M,,V-P.,7016637451,8004898589,www.mwbeef.com,,,,,,1974,R,I,-,"5,000",N,M. Moore,F,Q,MIS Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0123,No,2011,,180182,2020NDMR,NDMR,1997,5, ,AABB,,,
TRUENORTH STEEL,,2522 Memorial Hwy.,Mandan,ND,58554,7016630321,55,"Structural steel fabrication of steel structures, tanks, corrugated pipe & bridges for industrial, commercial & agricultural applications, including stairs & railings",Lynne Eckroth,F,,Qual. Assur. Mgr.,Tim Sjomeling,M,,Shop Foreman,7016631724,8886630321,www.truenorthsteel.com,info@truenorthsteel.com,,,,,1950,R,I,-,"60,000",N,Jerome Walz,M,Q,Safety Coord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TrueNorth Steel, Inc.",West Fargo,ND,7013737781,ST2300,No,3441,3499,180183,2020NDMR,NDMR,1997,3, ,AABB,,702 13th Ave. E.,58078
"TRUSS SYSTEMS, INC.",,2305 Morrison Ave.,Bismarck,ND,58504,7012221353,30,Wooden roof & floor trusses,Wayne Friesz,M,,GM,Brad Willows,M,,Foreman,7012221359,8007675138,trusssystemsnd.com,info@trusssystemsnd.com,,,,,1995,R,I,"$500,000-$1Mil","8,000",N,Rick Thompson,M,,Pur. Agt.,Richard Sander,M,Q,Estimator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO0270,No,2439,,180190,2020NDMR,NDMR,1997,4, ,AABB,,,
SHIRT SHACK,,525 Memorial Hwy.,Bismarck,ND,58504,7012235250,3,Screen printing & embroidery,Kathy Meuwissen,F,,"Pres., Opers. & Pur. Mgr.",Pam Overbeek,F,,V-P. & GM,7012233009,8002889721,www.shirtshackbismarck.com,,,,,,1999,L,I,-,"4,000",N,Karen Borr,F,Q,Fin. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC0360,No,2396,2395,180191,2020NDMR,NDMR,1997,9, ,AABB,,,
AGGREGATE INDUSTRIES - NORTH CENTRAL REGION,,"1490 W. Main St., P.O. Box 782",Valley City,ND,58072,7018453313,8,Ready-mixed concrete,Mark Frisk,M,,Area Mgr.,Lee Mikesh,M,Q,Plt. Supv.,,8774652194,www.aggregate-us.com,,,,,,1983,N,C,$2.6Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aggregate Industries - North Central Region,Eagan,MN,6516830600,CO1360,No,3273,,180194,2020NDMR,NDMR,1997,9, ,AABB,,"2815 Dodd Rd., Ste. 101",55121
"SANDERS METAL PRODUCTS, INC.",,5001 County Road 81 N.,Fargo,ND,58102,7012327147,15,Metal fabrication & welding job shop,Todd Sanders,M,,"Pres., Fin. & R & D Mgr.",Debbie Sanders,F,,MIS Mgr.,7012327910,,www.sandersmetalproducts.com,info@sandersmetalproducts.com,,,,,1989,R,I,"$500,000-$1Mil","19,000",N,Kim Lee,M,Q,Proj. Mgr.,Zane Anderson,M,,Shop Foreman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0640,No,3499,3599,180539,2020NDMR,NDMR,1997,5, ,AABB,,,
"CUSTOM GRAPHICS, INC.",,2501 3rd Ave. N.,Fargo,ND,58102,7012375685,38,"Vinyl decal screen printing, vehicle graphics & signage",Zachariah Paxton,M,,"Pres., CFO, GM, Hum. Res., IT & MIS Mgr.",Shawn Bagne,M,,Sales & Mktg. Mgr.,7012374158,8009590914,www.customgraphicsinc.com,sales@customgraphicsinc.com,,,,,1981,R,I,"$500,000-$1Mil","38,600",N,Russell Larson,M,,Plt. Mgr.,Kristi Condon,F,Q,MIS Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE0155,No,2759,3993,180559,2020NDMR,NDMR,1997,4, ,AABB,,,
DENNING FABRICATING,,3225 4th Ave. S.,Fargo,ND,58103,7012376948,4,Wooden office furniture & cabinets,Don Denning,M,,Pres.,Jackie Denning,F,Q,Off. Mgr.,7012376948,,,,,,,,1985,R,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0040,No,2521,,180561,2020NDMR,NDMR,1997,9, ,AABB,,,
"STRATA CORP., CONCRETE DIV.",,539 Dettweiler Dr.,Grafton,ND,58237,7013522960,10,Ready-mixed concrete,Gerald Biorby,M,,V-P. & GM,Randy Simon,M,Q,Plt. Mgr.,7013520338,,www.stratacorporation.com,dlconstruction@strata-corp.com,,,,,1910,L,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strata Corp.,Grand Forks,ND,7017467491,CO1360,No,3273,,180574,2020NDMR,NDMR,1997,5, ,AABB,,1600 N. 48th St.,58203
"COBRA HOSE, INC.",,909 34th St. N.,Fargo,ND,58102,7012340100,25,Wire harnesses & cable assemblies,Barbara Dehaan,F,,"Pres., CEO",Richard Dehaan,M,Q,Sales & Mktg. Mgr.,7012340101,,www.cobrahose.com,rick@cobrahose.com,P.O. Box 5120,Fargo,ND,58105,1994,N,I,$1Mil-$2Mil,"12,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI0877,No,3679,3492,180577,2020NDMR,NDMR,1997,4, ,AABB,,,
"MARQUE DENTAL LABORATORY, INC.",,"1324 23rd St. S., P.O. Box 10278",Fargo,ND,58103,7012352932,15,Porcelain dental crowns,Michael Luke,M,,Pres.,Heather Moen,F,,GM,7012356296,8007288271,www.marquedental.com,info@marquedental.com,P.O. Box 10278,Fargo,ND,58106,1976,R,I,"$500,000-$1Mil",,N,Heidi Henderson,F,,Off. Mgr.,Kelly Morgan,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE0420,No,3843,,180581,2020NDMR,NDMR,1997,5, ,AABB,,,
TRUENORTH STEEL,,1522 40th St. N.W.,Fargo,ND,58102,7012820910,45,"Corrugated metal culverts, including storm sewer & box culverts",Rick Heimark,M,,Sales Mgr.,Jamie Grant,F,Q,"Sales Rep., Inside",7012811993,8005686890,www.truenorthsteel.com,info@truenorthsteel.com,,,,,1945,N,I,$1Mil-$2.5Mil,"20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TrueNorth Steel, Inc.",West Fargo,ND,7013737781,CU0060,No,3443,,180583,2020NDMR,NDMR,1997,4, ,AABB,,702 13th Ave. E.,58078
"FETTINGS FROZEN FOODS, LLC",,"206 4th St., P.O. Box 297",Finley,ND,58230,7015241380,40,"Prepared frozen dough products, including cinnamon rolls, bread & buns",Darrell Duval,M,,"V-P., Prodn.",Bob Blackburn,M,Q,Hum. Res. Mgr.,7015241905,8005274349,www.fettings.com,bob@fettings.com,,,,,1960,N,I,-,"10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0275,No,2053,,180588,2020NDMR,NDMR,1997,4, ,AABB,,,
FINANCIAL BUSINESS SYSTEMS,,3415 39th St. S.,Fargo,ND,58104,7012357300,40,Software development,Michael Wurzer,M,,"Pres., CEO & Treas.",Joelle Staller,F,,"V-P., Secy.",7012340224,8004374232,www.fbsdata.com,all@fbsdata.com,P.O. Box 3163,Fargo,ND,58108,1978,N,I,$11Mil-$25Mil,"13,000",N,Kelly Prichard,M,,IT Mgr.,Gaylynn Gylten,F,Q,Hum. Res. Mgr. & Bookkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO0109,No,7372,,180596,2020NDMR,NDMR,1997,4, ,AABB,,,
