compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"BEST MATTRESS, INC.",,4002 N. Stone Ave.,Tucson,AZ,85705,5208887994,3,Distributor of mattresses,Dale Byerly,M,,Pres.,Chris Byerly,M,Q,Sales Mgr.,5208884199,,www.bestmattress4u.com,chrisslineer22@msn.com,3071 W. Liberty Tree Ln.,Tucson,AZ,85741,1986,L,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA2780,No,5021,,353740,2020AZZZ,ZZWD,2000,8, ,AABB,,,
"ADORABLE ORIGINALS, INC.",,9233 N. 12th Ave.,Phoenix,AZ,85021,6026784898,10,Distributor of children's clothing,Melanie Corpstein,F,,Pres.,Bill Corpstein,M,Q,Plt. Mgr.,6029438739,,www.adorableoriginals.com,mail@adorableoriginals.com,,,,,1989,I,I,"$500,000-$1Mil",,N,Beverly Swaim,F,,Bookkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL0805,No,5137,5136,354148,2020AZZZ,ZZWD,2000,5,V,AABB,,,
"PRECISION SPEED INSTRUMENTS, INC.",,2022 W. Clarendon Ave.,Phoenix,AZ,85015,6029731055,1,Distributor of aftermarket electronic gages & meters,Aaron Conner,M,Q,Pres.,,,,,6022428577,8008731055,www.precisionspeed.com,sales@precisionspeed.com,,,,,1988,I,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA0030,No,5063,5084,354157,2020AZZZ,ZZWD,2000,8, ,AABB,,,
"LEGERE PHARMACEUTICALS, INC.",,15344 N. 83rd Way,Scottsdale,AZ,85260,4809914033,15,Distributor of nutrition pharmaceuticals,Gretchen Mouser,F,Q,"Dir., Opers. & Plt. Mgr.",,,,,4804830792,8005283144,legerepharm.com,legere@legerepharm.com,,,,,1975,N,I,-,"15,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH0020,No,5122,,354255,2020AZZZ,ZZWD,2000,5,S,AAN1,,,
NAPA AUTO PARTS,American Auto Parts,6020 W. Myrtle Ave.,Glendale,AZ,85301,6239398383,15,Distributor of automotive parts,Ken Burns,M,Q,Pres.,,,,,6239340359,,www.napaonline.com,customersupport@napaonline.com,,,,,1964,L,I,"$500,000-$1Mil",,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0460,No,5013,,354688,2020AZZZ,ZZWD,2000,5, ,AABB,,,
"COMPRESSED AIR POWER, INC.",,3831 E. Illini St.,Phoenix,AZ,85040,6024371266,12,Distributor of air compressors,Tom Brennan,M,,"Pres., CFO",Jeff Brennan,M,,MIS Mgr.,6024374215,8002664631,www.compressedairpower.com,info@compressedairpower.com,,,,,1984,N,I,$1Mil-$5Mil,"7,000",N,Susie Jones,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1251,No,5084,,354715,2020AZZZ,ZZWD,2000,5, ,AABB,,,
"ISCO INDUSTRIES, INC.",,"1772 W. Dairy Pl., Ste. B",Tucson,AZ,85705,8003454726,4,"Wholesaler of HDPE piping products for the energy, geothermal, golf, industrial, power, landfill, mining & waterworks industries",Denise Ernst,F,,"Sales Mgr., Regional",Jimmy Bauch,M,Q,"Sales Mgr., Regional",5022388122,,www.isco-pipe.com,sales@isco-pipe.com,,,,,1962,R,L,-,,N,Brent Latham,M,,"Sales Mgr., Inside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISCO Industries, Inc.",Louisville,KY,5025836591,PI0229,No,5162,5199,354843,2020AZZZ,ZZWD,2000,8, ,AACC,,"100 Witherspoon St., P.O. Box 4545",40202
"PPG INDUSTRIES, INC.",PPG Paints,725 S. Madison Dr.,Tempe,AZ,85281,4807844000,5,"Distributor of paint for commercial painting contractors, architects & specifiers, building owners & facility managers",Bill D'Martino,M,Q,Store Mgr.,,,,,4809665150,,www.ppgpaints.com,corporateinfo@ppg.com,,,,,1998,I,C,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PPG Industries, Inc.",Pittsburgh,PA,4124343131,PA0458,No,5198,,355214,2020AZZZ,ZZWD,2000,8,S,AAN1,,1 PPG Pl.,15272
"FINISHMASTER, INC.",,2332 N. Stone Ave.,Tucson,AZ,85705,5208828288,8,Distributor of automotive & industrial paints & coatings,Julie Gardner,F,Q,Plt. Mgr.,,,,,5208827799,,www.finishmaster.com,248tucson@finishmaster.com,,,,,1983,L,C,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FinishMaster, Inc.",Indianapolis,IN,3172373678,PA0443,No,5198,5013,355308,2020AZZZ,ZZWD,2000,8, ,AABB,,"115 W. Washington St., Ste. 700 S.",46204
MCGEE'S INDIAN ART GALLERY,,"Highway 264, P.O. Box 607",Keams Canyon,AZ,86034,9287382295,2,"Wholesaler of jewelry, pottery & dolls",Ron McGee,M,Q,Owner,,,,,9287385250,,,ronmcgee@hopiart.com,,,,,1985,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JE0080,No,5094,5199,355330,2020AZZZ,ZZWD,2000,7, ,AABB,,,
"HOIST SYSTEMS, INC.",,2424 S. 19th St.,Phoenix,AZ,85034,6022549333,8,"Distributor of bridge cranes, hoists & jib cranes, including installation & inspection & repair parts",Jeff Sanuik,M,Q,Pres.,,,,,6022545233,,www.hoistsystems.com,jeff@hoistsystems.com,,,,,1982,R,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HO0020,No,5085,,355429,2020AZZZ,ZZWD,2000,8, ,AABB,6022542336,,
GEIGER,,"7500 N. Dobson Rd., Ste. 101",Scottsdale,AZ,85256,4809985222,25,Distributor of promotional products,Gale Denham,F,,IT Mgr.,Jamie Ondreco,F,Q,Off. Mgr.,4809985622,,www.geiger.com,salesinquiries@geiger.com,,,,,1908,L,I,$1Mil-$5Mil,"25,000",Y,Becky Lamken,F,,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geiger,Lewiston,ME,2077552000,PR1164,No,5199,,355433,2020AZZZ,ZZWD,2000,4, ,AABB,,70 Mount Hope Ave.,4240
"WHITE CAP CONSTRUCTION SUPPLY, INC.",,3875 N. Commerce Dr.,Tucson,AZ,85705,5207929448,15,Wholesaler of construction supplies for the professional contractor market,Vernon Chellenberger,M,,GM,Chris Langdon,M,Q,Sales Rep.,5207929553,8009448322,www.whitecap.com,customerservice@whitecap.net,,,,,1972,R,I,$1Mil-$5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Cap Construction Supply, Inc.",Norcross,GA,8009448322,CO1911,No,5085,,355500,2020AZZZ,ZZWD,2000,5, ,AABB,,6250 Brook Hollow Pkwy,30071
"KELLEY COMMUNICATIONS, INC.",,"1902 N. Country Club Dr., Ste. 10",Mesa,AZ,85201,4809690618,13,"Distributor of two-way radio communication products & systems, including service & installation",Patrick J. Kelley,M,Q,Pres.,Sabrina Lines,F,,CFO,4809692205,,www.kelleycommunications.com,kelleycommunications@msn.com,,,,,1986,R,S,$1Mil-$5Mil,"10,000",N,Sara Jackson,F,,"Dir., Mktg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA0265,No,5063,,355631,2020AZZZ,ZZWD,2000,5, ,AABB,,,
"CANYON PIPE & SUPPLY, INC.",,1250 S. Pima Rd.,Mesa,AZ,85210,4808988888,30,"Wholesaler of plumbing equipment, parts, tools & supplies",Armando Guiteraz,M,,Br. Mgr.,Don Jagua,M,Q,"Sales Rep., Inside",4806491128,,www.canyonpipe.com,info@canyonpipe.com,,,,,1981,L,I,$1Mil-$5Mil,"20,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas Consolidated, Inc.",Surprise,AZ,6235445200,PL1861,No,5074,5084,355649,2020AZZZ,ZZWD,2000,4, ,AABB,,10779 N. Solar Canyon Way,85379
RDO EQUIPMENT CO.,,3050 E. Highway 95,Yuma,AZ,85365,9283417100,54,"Distributor of new & used agriculture & construction equipment & replacement parts, including water stands & water trucks",Terry Tolbert,M,,Sr. V-P.,Leobardo Castaneda,M,Q,GM,9283417139,,www.rdoequipment.com,ttolbert@rdoequipment.com,P.O. Box 1631,Yuma,AZ,85366,1983,R,I,,,N,Chris Harmon,,,Sales Mgr.,Isaac Oliva,M,,Parts Mgr.,Jake Thomas,M,,Serv. Mgr.,,,,,,,,,,,,,,,,,,,,,RDO Equipment Co.,Fargo,ND,7012398700,AG0115,No,5083,5082,355661,2020AZZZ,ZZWD,2000,3, ,AABB,,700 S. 7th St.,58103
"FEATURE MARKETING, INC.",,"16000 N. 80th St., Ste. D",Scottsdale,AZ,85260,4809479912,10,Wholesaler of used computers,Tom Packouz,M,,Pres.,Mel Huddleston,M,,Opers. Mgr.,4809475621,,www.featuremarketing.com,sales@featuremarketing.com,,,,,1991,N,I,$1Mil-$2.5Mil,,N,Jim Bell,M,Q,Hum. Res. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1308,No,5045,,355716,2020AZZZ,ZZWD,2000,5, ,AABB,,,
"FINISHMASTER, INC.",,207 S. Extension Rd.,Mesa,AZ,85210,4809690445,7,Distributor of automotive paints & coatings,Brian Phelps,M,Q,Plt. Mgr.,,,,,4808449541,,www.finishmaster.com,info@finishmaster.com,,,,,1988,R,C,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FinishMaster, Inc.",Indianapolis,IN,3172373678,PA0443,No,5198,5013,355720,2020AZZZ,ZZWD,2000,8,S,AAN1,,"115 W. Washington St., Ste. 700 S.",46204
ARIZONA OFFICE TECHNOLOGIES,,"3501 E. Speedway Blvd., Ste. 145",Tucson,AZ,85716,5209893200,30,Wholesaler of office printers,Larry Halsin,M,,Sales Mgr.,Danielle Butcher,F,Q,Sales Admn.,,8005368888,www.aot-xerox.com,customercare@aot-xerox.com,P.O. Box 29623,Phoenix,AZ,85038,1988,L,C,-,"8,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arizona Office Technologies, Inc.",Phoenix,AZ,6023463000,PR0435,No,5045,,355721,2020AZZZ,ZZWD,2000,4, ,AABB,,"4320 E. Cotton Center Blvd., Ste. 100",85040
"FLEETPRIDE, INC.",,208 W. Lester St.,Tucson,AZ,85705,5206232551,7,Distributor of heavy-duty truck parts,Tim W. Dencklau,M,Q,Plt. Mgr.,Linda Miller,F,,Asst. Br. Mgr.,5208847050,8008211748,www.fleetpride.com,info@fleetpride.com,,,,,1945,L,I,"$900,000-$1.5Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FleetPride, Inc.",Irving,TX,4692497500,TR0910,No,5013,,355726,2020AZZZ,ZZWD,2000,8,,,,"600 E. Las Colinas Blvd., Ste. 400",75039
GENESIS WORLDWIDE ENTERPRISES,,4600 S. Genesis Dr.,Cottonwood,AZ,86326,9286348500,3,"Distributor of audio & computer products & computer accessories for the consumer products, assistive technology & alternative energy markets",Robert Flynn,M,,CEO,Tracey Delaney,F,,Opers. Mgr.,9283403400,8008701369,www.gwei.com,traceyd@gwei.com,,,,,1992,I,I,-,"29,000",N,Rhonda Johnson,F,Q,Sr. Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1270,No,5065,5063,355772,2020AZZZ,ZZWD,2000,8, ,AABB,,,
"CURBELL PLASTICS, INC.",,"405 N. 75th Ave., Ste. 100",Phoenix,AZ,85043,6239075240,13,"Distributor of plastic sheets, rods, tubes, films, adhesives, sealants, tapes, prototyping materials & fabricated parts",Abdul Sarac,M,,CIO,Jay Forcellina,M,,Regional Dir.,6239075250,8882872355,www.curbellplastics.com,phoenix@curbellplastics.com,,,,,1942,N,I,$13Mil-$14Mil,"23,000",N,Joe Galbo,M,,Opers. Mgr.,Mary Barlett,F,,Hum. Res. Mgr.,Tony Severkovski,M,,Bus. Mgr.,Monica Rodriquez,F,Q,"Sales Rep., Inside",Raymond Ney,M,,Sr. Bus. Sols. Analyst,,,,,,,,,,,,,"Curbell Plastics, Inc.",Orchard Park,NY,7166673377,PL0845,No,5162,,355778,2020AZZZ,ZZWD,2000,5, ,AABB,,7 Cobham Dr.,14127
"FABRIC DEPOT & SUPPLY, INC.",,16803 N. Cave Creek Rd.,Phoenix,AZ,85032,6027887702,25,Distributor of textile fabrics,Shawn Woolsey,M,,"Pres., CFO",Tracey Serenka,F,Q,Off. Mgr.,6027889583,,www.fabricdepotaz.com,info@fabricdepotaz.com,,,,,1991,I,L,$3Mil,"16,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE0500,No,5131,,355882,2020AZZZ,ZZWD,2000,4, ,AABB,,,
FERGUSON WATERWORKS,,2275 E. Ginter Rd.,Tucson,AZ,85706,5202943344,12,"Distributor of waterworks & plumbing supplies, including pipes, valves & fittings",David Lusk,M,Q,Br. Mgr.,,,,,5202944770,,www.ferguson.com,webmaster@ferguson.com,,,,,1997,N,C,$10Mil-$15Mil,"25,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferguson Enterprises, Inc.",Newport News,VA,7578747795,WA0495,No,5074,,356012,2020AZZZ,ZZWD,2000,5, ,AABB,,12500 Jefferson Ave.,23602
INTEGRA SYSTEMS CORP.,,"3822 E. University Dr., Ste. 3-B",Phoenix,AZ,85034,6022762880,6,"Distributor of audiovisual equipment & cable service equipment for hotels, motels, nursing homes, assisted living facilities, office buildings, bars, restaurants & small businesses, including installation & cable service provider",Barry Nulph,M,,Pres.,David Wedell,M,,GM,6022760411,8008210862,www.integrasystems.com,info@integrasystems.com,,,,,1996,N,I,-,"7,000",N,Marci Price,F,Q,"Cust. Rels. Mgr., DirecTV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0060,No,5063,5064,356014,2020AZZZ,ZZWD,2000,8,S,AACC,,,
NAPA AUTO PARTS,,1923 N. Scottsdale Rd.,Scottsdale,AZ,85251,4809498808,8,Distributor of automotive parts,Dave Speak,M,,Shop Mgr.,Bob DeWolf,M,Q,Asst. Mgr.,4804235195,,www.napaonline.com/az/scottsdale,customerservice@napaonline.com,,,,,1937,N,C,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genuine Parts Company,Atlanta,GA,7709531700,AU0460,No,5013,,356170,2020AZZZ,ZZWD,2000,8,S,AAN1,,2999 Wildwood Pkwy.,30339
SHAMROCK FOODS CO.,,2540 N. 29th Ave.,Phoenix,AZ,85009,6024776400,1000,"Distributor of dry/frozen foods, fresh dairy products, boxed beef, portion-controlled steaks, ground beef patties, seafood & produce",Bryan West,M,,"Dir., IT",Randy McClanahan,M,,Br. Mgr.,6024776469,,www.shamrockfoods.com,rich_johnson@shamrockfoods.com,,,,,1922,L,I,$500Mil,"1,000,000",N,Matt Miller,M,,Opers. Mgr.,Jim Hertz,M,,Pur. Mgr.,Terry Martin,M,,Hum. Res. Mgr.,Doug Dwiggin,M,,Trans. Mgr.,Curt Smallwood,M,,Manager,Tina Kaminski,F,Q,Opers. Admn.,,,,,,,,,Shamrock Foods Co.,Phoenix,AZ,6024772500,FO1035,No,5142,5146,356303,2020AZZZ,ZZWD,2000,1, ,AABB,8002893663,"3900 E. Camelback Rd., Ste. 300",85018
"FENN PIPE & SUPPLY, INC.",,1108 S. Lewis Ave.,Mesa,AZ,85210,4809699129,1,Distributor of PVC pipe & supplies,Richard Christy,M,Q,Pres.,,,,,4809699162,,,,,,,,1968,L,I,"under $500,000","10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI0245,No,5074,5085,356466,2020AZZZ,ZZWD,2000,7, ,AABB,,,
BEELER EQUIPMENT CO.,,1502 S. 4th Ave.,Yuma,AZ,85364,9287821689,4,Wholesaler of automotive paints,Paul Beeler,M,Q,Pres.,John R. Beeler,M,,Sales Mgr.,9287836439,,beeler-equipment-co.business.site,1951fleetline@gmail.com,,,,,1942,L,2,"$500,000-$1Mil","12,200",N,Steve Madill,M,,Sales Mgr.,Bob Beeler,M,,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA0458,No,5198,,356581,2020AZZZ,ZZWD,2000,8, ,AABB,,,
"CUMMINS, INC.",Cummins Rocky Mountain * Cummins Sales & Service,651 N. 101st Ave.,Avondale,AZ,85323,6234742600,110,Distributor of diesel & natural gas engines & power generation,Cass Howard,M,Q,"V-P., Opers. & Sales",Toni Barger,F,,MIS Mgr.,6234742730,8008008002,salesandservice.cummins.com,sales@cummins.com,,,,,1967,L,C,$10Mil-$25Mil,"30,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cummins, Inc.",Henderson,CO,3032870201,EN0275,No,5084,5063,356661,2020AZZZ,ZZWD,2000,1, ,AABB,,8211 E. 96th Ave.,80640
FOXWORTH-GALBRAITH LUMBER CO.,,375 N. Neely,Gilbert,AZ,85234,4808921233,25,Distributor of dimensional lumber,Daniel Brunson,M,,"Sr. V-P., Opers.",Jose Ortiz,M,Q,"V-P., Reg. Opers.",4809620986,,www.foxgal.com,info@foxgal.com,,,,,1901,R,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foxworth-Galbraith Lumber Co.,Plano,TX,9726652400,LU0266,No,5031,,356696,2020AZZZ,ZZWD,2000,4,T,A1,,"4965 Preston Park Blvd., Ste. 400",75093
"LASER RE-NU INTERNATIONAL, INC.",,"4120 N. 20th St., Ste. C",Phoenix,AZ,85016,6024378000,7,"Distributor of new & remanufactured compatible laser toner, inkjet, fax, copier, plotter & ribbon cartridges & refurbished laser & commercial copiers",Christopher Goshkarian,M,Q,"Pres., R & D Mgr.",Sara Goshkarian,F,,V-P.,6024374033,8008789015,www.laserrenu.com,info@laserrenu.com,,,,,1987,N,I,$1Mil-$2.5Mil,"2,000",N,Libby Cooley,F,,Acct. Mgr.,Jeese Cordova,M,,Opers. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TO0151,No,5043,5044,356727,2020AZZZ,ZZWD,2000,8, ,AABB,,,
"AFFORDABLE BUSINESS INTERIORS, INC.",,4215 E. Broadway Rd.,Phoenix,AZ,85040,6024378737,25,"Distributor of new, used & preowned modular & upholstered office furniture & case goods, including desks, workstations, seating, filing & storage products, conference & training tables & ergonomic accessories",Mark Rasmusson,M,Q,Pres.,Terrance Roberts,M,,"V-P., Sales",6024378744,,www.abiaz.com,info@abiaz.com,,,,,,L,,-,"40,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0040,No,5021,,357657,2020AZZZ,ZZWD,2000,4,S,AAN1,,,
"WARRIOR ENTERPRISES, INC.",Arizona Aircraft Accessories,1935 N. Rosemont,Mesa,AZ,85205,4808335812,17,"Distributor of aviation components, including turbine engines, valves, actuators, turbochargers, landing gear assemblies, power packs, fuel pumps, deicer valves & carbon seals",Bruce Brown,M,Q,Owner,Jenna Jensen,F,,Off. Mgr.,4803963727,8006789912,www.arizonaaircraft.com,info@arizonaaircraft.com,,,,,1982,N,I,"$500,000-$1Mil","10,823",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI0260,No,5088,,357706,2020AZZZ,ZZWD,2000,5,,,,,
"C & D SILVER, INC.",,15846 N. Cave Creek Rd.,Phoenix,AZ,85032,6028674174,3,"Distributor of turquoise, Swarovski crystal, stone, silver plated & glass beads, sterling silver sheets, wire, beads, chain & findings, beading & silversmith tools & buffing compounds & pads for silversmiths, jewelers, beaders & hobbyists",George Weyant,M,Q,Owner,,,,,,,c-dsilver.com,cdsilver@cox.net,,,,,1976,N,S,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HO0003,No,5094,5199,357849,2020AZZZ,ZZWD,2000,8,S,AAN1,,,
WESTSIDE RADIATOR SERVICE,,3719 N. Clarendon Ave.,Phoenix,AZ,85019,6022789367,8,Distributor of new radiators & repair service,Dan Olson,M,,Ptnr.,Alyse Milton,F,Q,Ptnr.,6022787434,,www.westsideradiator.com,,,,,,1988,L,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA0064,No,5013,,357942,2020AZZZ,ZZWD,2000,8, ,AABB,,,
