compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"FERRELLGAS, INC.",,301 N. 115th St.,Chesterton,IN,46304,2199262568,7,Distributor of propane gas,Rick O'Connor,M,,Regional Mgr.,Ed Read,M,Q,Plt. Supt.,2199266874,8002408168,www.ferrellgas.com,information@ferrellgas.com,,,,,1942,L,C,$1Mil-$5Mil,,N,Julie Roro,F,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrellgas Partners L. P.,Liberty,MO,8167921600,GA0400,No,5169,,42969,2020INZZ,ZZWD,1992,8,U,A1,,1 Liberty Plz.,64068
AMERICAN MICRO INC.,,1987 N. Hunt St.,Terre Haute,IN,47805,8126454732,3,"Distributor of imaging supplies, inks & toners",Phil Jordan,M,Q,"Pres., Fin., MIS & R & D Mgr.",,,,,8882154451,,www.americanmicro.com,sales@americanmicro.com,,,,,1991,N,I,$2Mil-$5Mil,"3,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM0008,No,5045,,42991,2020INZZ,ZZWD,1992,8, ,AABB,,,
"MRC GLOBAL, INC.",,"101 45th St., Unit 1-E",Munster,IN,46321,2199225341,22,"Wholesaler of valves, pipes & fittings",Jim Korilko,M,Q,Br. Mgr.,,,,,2199225342,,www.mrcglobal.com,sales@mrcglobal.com,,,,,1957,N,C,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MRC Global, Inc.",Houston,TX,7136551005,PI0600,No,5085,,57151,2020INZZ,ZZWD,2009,5, ,AACC,,"1301 McKinney St., Ste. 2300",77010
HALEX CO.,,7715 S. Homestead Dr.,Hamilton,IN,46742,2604883531,60,Wholesaler of electrical conduits & packaging,Robert Gaff,M,,Plt. Mgr.,Cindy Martin,F,Q,Opers. Mgr.,2604883642,,www.halex.com,support@halex.com,,,,,1985,I,C,$20Mil-$25Mil,,N,Gisselle Bose,F,,Pur. Agt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fetzer Co., Scott, The",Westlake,OH,4408923000,CO1720,No,5063,,67830,2020INZZ,ZZWD,1993,3, ,AABB,,28800 Clemens Rd.,44145
HOLLAND HOUSE FURNITURE CORP.,,9420 E. 33rd St.,Indianapolis,IN,46235,3178954300,60,Distributor of wood & metal furniture,Fred Holland,M,,Pres.,Charles Shue,M,Q,Opers. Mgr.,3178954310,8006344666,www.hollandhousefurniture.com,sales@hollandhousefurniture.com,,,,,1992,N,I,$60Mil,"200,000",N,Kim Mullins,F,,Hum. Res. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.T. Hackney Co.,Knoxville,TN,8655461291,FU0180,No,5021,,67845,2020INZZ,ZZWD,1993,3, ,AABB,,"502 S. Gay St., Ste. 300",37902
"LOMONT HOLDINGS CO., INC.",,"1825 W. Maumee St., P.O. Box 537",Angola,IN,46703,2606657492,46,"Wholesaler of awnings, signs & channel letters",Von Lomont,M,Q,Pres.,Clair Recker,M,,"Dir., Opers.",2606659027,8005459023,www.illuminatedimage.com,info@illuminatedimage.com,,,,,1989,N,S,$5Mil-$10Mil,"32,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI0335,No,5039,5099,68564,2020INZZ,ZZWD,1993,4, ,AABB,,,
MARINE INDUSTRIES CORP.,,3303 Industrial Pkwy.,Jeffersonville,IN,47130,8122835603,6,Distributor of boat parts,David Evanzcyk,M,,Pres.,Larry Barnett,M,,Sales Rep.,8122839628,8007333130,www.marineworks.com,larry@marineworks.com,,,,,1977,I,1,$1Mil-$5Mil,"5,000",N,Laura Ledwedge,F,Q,Bookkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BO0084,No,5088,,72507,2020INZZ,ZZWD,1993,8,,,,,
"STONE CENTER OF INDIANA, LLC",,5272 E. 65th St.,Indianapolis,IN,46220,3178499100,35,Distributor of building stone,Mark Sawyer,M,,Pres.,John McClain,M,Q,"Secy-Treas., Fin. & MIS Mgr.",3178499794,8003003197,www.estonecenter.com,stones@estonecenter.com,,,,,1969,R,L,$5Mil-$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST1860,No,5032,,72955,2020INZZ,ZZWD,1993,4, ,AABB,,,
"KINGSWOOD LABORATORIES, INC.",,10375 Hague Rd.,Indianapolis,IN,46256,3178499513,2,Distributor of saliva supplements,Ross Deardorff,M,,"Pres., Engrg. & R & D Mgr.",Steve Deardorff,M,Q,"GM, Hum. Res. & Opers. Mgr.",3178499514,8009687772,www.moi-stir.com,,,,,,1991,N,I,"under $500,000","1,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HE0064,No,5122,,73176,2020INZZ,ZZWD,1993,8, ,AABB,,,
VALLEY INDUSTRIAL SUPPLY CO.,,520 Ivy Dr.,Madison,IN,47250,8122734222,9,Wholesaler of bandsaw blades & mill & industrial supplies,Randy Holt,M,Q,Br. & Sales Mgr.,,,,,8122733733,8008526804,www.viscoonline.com,info@ind-supply.com,,,,,1977,R,I,$2Mil-$3Mil,"3,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Supply Co.,Terre Haute,IN,8122341569,WE0100,No,5085,,109743,2020INZZ,ZZWD,1994,8,U,A1,,322-328 N. 9th St.,47807
"PYRAMID EQUIPMENT, INC.",,"211 S. Prairie St., P.O. Box 127",Rolling Prairie,IN,46371,2197782591,11,Wholesaler of refuse equipment & plows,David Surma,M,,CEO,Jon-Paul Surma,M,Q,"Pres., CFO",2197782592,8008332591,,pyramidequipmentinc@gmail.com,,,,,1985,R,S,over $2Mil,"63,000",Y,Chris Surma,,,V-P.,Sandra Surma,F,,Secy-Treas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE0705,No,5084,,110980,2020INZZ,ZZWD,1994,5, ,AABB,,,
GURMAN CONTAINER & SUPPLY CORPORATION,,800 N. 3rd St.,Terre Haute,IN,47807,8122323413,13,"Distributor of industrial containers & supplies for storage, shipping & packaging applications, including steel, plastic & fiber drums, drum liners & accessories, drum handling equipment, lockers, shelving & safety cans",Whitney Gurman-Roberts,F,Q,"Pres., CEO",Mike Roberts,M,,Sales Mgr.,8122328345,8004487626,www.gurmancontainer.com,sales@gurmancontainer.com,,,,,1922,N,S,$1Mil-$5Mil,"25,000",N,John Fowler,M,,Opers. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DR0645,No,5085,5084,111317,2020INZZ,ZZWD,1994,5,,,,,
B.W. ROGERS CO.,Fluid Power Products,7414 Enterprise Park Cir.,Evansville,IN,47715,8128425960,8,Distributor of hydraulic & fluid power units & automation motor control systems,Tammy Miller,F,,Br. Mgr.,Curtis Skinner,M,,Bus. Unit Mgr.,8128425965,8007753165,www.bwrogers.com,evan.sales@bwrogers.com,,,,,1928,R,C,$3Mil,"10,000",N,Ro Wodley,,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaman Fluid Power, LLC",Fort Wayne,IN,3303153100,HY0120,No,5084,,131523,2020INZZ,ZZWD,2008,8,,,,213 W. Wayne St.,46802
"DUGDALE, LLC",,4420 Stout Field North Dr.,Indianapolis,IN,46241,3172919660,25,"Wholesaler of meats, seafood & poultry products for grocers, restaurants & institutions",Leslie Exengine,F,Q,Pres.,Joe Dugdale,M,,Opers. Mgr.,3172987608,,dugdalefoods.com,joe@dugdalefoods.com,,,,,1975,L,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0030,No,5147,5146,143733,2020INZZ,ZZWD,1995,4,,,,,
"DEPCO, INC.",,"11827 State Road 238 E., P.O. Box 1058",Noblesville,IN,46060,3177763000,11,"Distributor of new replacement parts, including keys, mirrors, fuel caps & gas springs for construction & utility equipment",Bob Drummond,M,,Pres.,Donna Remeika,F,Q,Accountant,3177762400,8008993372,www.depcoparts.com,info@depcoparts.com,,,,,1985,I,I,over $3Mil,"18,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE0885,No,5082,5085,151239,2020INZZ,ZZWD,1995,5, ,AABB,,,
"ABSOLUTE PRINTING EQUIPMENT SERVICE, INC.",,5501 S. Franklin Rd.,Indianapolis,IN,46239,3178629096,10,Distributor of printing equipment,Paul Mayer,M,,Ptnr.,Brett Stow,M,,Ptnr.,3178629097,,www.absoluteprintequipment.com,,,,,,,N,2,-,"60,000",N,Larry Hollingsworth,M,Q,Sales Mgr.,Casey Stow,F,,Parts Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0790,No,5084,,151265,2020INZZ,ZZWD,1995,5, ,AABB,3178629095,,
KLEPTZ ALUMINUM & VINYL PRODUCTS,Kleptz Aluminum & Building Supply,1135 Poplar St.,Terre Haute,IN,47807,8122382946,4,Distributor of aluminum storm windows & garage doors for the wholesale market,David J. Kleptz,M,Q,Pres.,,,,,8122382145,,www.kleptzaluminum.simdif.com,,,,,,1960,L,1,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI0166,No,5031,,151363,2020INZZ,ZZWD,1995,8, ,AABB,,,
"PARTS CLEANING TECHNOLOGIES, LLC",,2263 Distributors Dr.,Indianapolis,IN,46241,3172419379,7,"Distributor of chlorinated solvents & nonhazardous n-propyl bromide, including recycling & parts cleaning",Vince Peters,M,Q,Opers. Mgr.,,,,,3172411060,,www.pct-1.com,,,,,,1986,R,L,$1Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parts Cleaning Technologies, LLC",Redford ,MI,3139522646,SO0320,No,5169,,151420,2020INZZ,ZZWD,1995,8, ,AABB,,26400 Capitol,48239
LAVANTURE PRODUCTS CO.,,22825 Gallatin Way,Elkhart,IN,46514,5742640658,47,"Distributor of truck, trailer & automotive products, including trims, EPDM foam tapes & seals, adhesives, silicone caulks & high bond tapes, gas springs & brackets & plastic profile extrusions & injection molded products",Richard A. Lavanture,M,Q,Chrm.,Richard E. Lavanture,M,,"Pres., CEO",5742646601,8003487625,www.lavanture.com,sales@lavanture.com,P.O. Box 2088,Elkhart,IN,46515,1969,N,I,$25Mil-$50Mil,,Y,Rich Ward,M,,"V-P., Sales",Ron Dempsey,M,,Whse. Mgr.,Stacy Downer,F,,Pur. Agt.,,,,,,,,,,,,,,,,,,,,,,,,,AU0380,No,5013,5072,169934,2020INZZ,ZZWD,1996,4, ,AABB,,,
WANAFEED CORP.,,4410 Northeastern Ave.,Indianapolis,IN,46239,3178624032,5,Distributor of blended livestock feed & pet food,Jim Trimble,M,,Pres.,Angie Gookins,F,Q,Cust. Rep.,3178629677,,,,,,,,1978,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0040,No,5191,,176129,2020INZZ,ZZWD,1996,7, ,AABB,,,
"SCHWARTZ CO., D. L.",,2188 S. Highway 27,Berne,IN,46711,2606926862,4,"Wholesaler of farrier supplies, including horseshoes, anvils, forges, shoeing rigs, tools & accessories",Marvin Schwartz,M,,GM,Roy Schwartz,M,,Off. Mgr.,2606926290,8009553064,,,,,,,1935,N,I,"$500,000-$1Mil","10,000",N,Alvin Schwartz,M,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HO0296,No,5099,,176209,2020INZZ,ZZWD,1996,7, ,AABB,,,
JENKINS AUTOMOTIVE,,152 W. Walnut St.,Nappanee,IN,46550,5747737908,8,Distributor of automotive parts,Richard Jenkins,M,,Owner,Steve Phillips,M,Q,GM,,,www.jenkinsautomotive.com,,,,,,1970,L,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0510,No,5013,5014,176419,2020INZZ,ZZWD,1996,8, ,AABB,,,
NEENAH FOUNDRY CO.,,5950 W. 82nd St.,Indianapolis,IN,46278,3178757245,4,Distributor of manhole covers,Jason App,M,Q,Off. Mgr.,,,,,3178758637,8003821359,www.nfco.com,indianapolis@nfco.com,,,,,1872,N,I,$25Mil-$50Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neenah Enterprises, Inc.",Neenah,WI,9207257000,MA2145,No,5032,,176537,2020INZZ,ZZWD,1996,8, ,AABB,,"2121 Brooks Ave., P.O. Box 729",54957
JEMCO PRODUCTS CO.,"Jemco Products, LLC",6210 S. Indianapolis Rd.,Whitestown,IN,46075,3178763434,10,"Distributor of staplers, staples & custom automated stapling systems",Simon Lynes,M,,Pres.,Scott Burrows,M,Q,Opers. Mgr.,3178769424,8006784148,www.jemcoproducts.com,sales@jemcoproducts.com,,,,,1973,I,L,$5Mil-$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST0370,No,5112,5072,195623,2020INZZ,ZZWD,1996,5, ,AABB,,,
"HARBER INDUSTRIALS, INC.",,424 Kennedy Ave.,Schererville,IN,46375,7085947744,15,Distributor of electronic components,Maryann Gray,F,Q,Acctg. & Hum. Res. Mgr.,,,,,7085947761,8004430201,harberconnect.com,info@harberconnect.com,,,,,1990,N,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0985,No,5065,,201296,2020INZZ,ZZWD,2016,5,V,AABB,,,
MITCHELL FABRICS,,3532 Coleman Ct.,Lafayette,IN,47905,8004470952,30,Wholesaler of fabrics,Randy Holmes,M,,GM,Mark Moline,M,Q,Pur. Agt.,8009736511,,www.mitchellfabrics.com,service@mitchellfabrics.com,,,,,1975,N,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0123,No,5131,,201297,2020INZZ,ZZWD,2017,4,S,AAN1,,,
INFRA-RED HEATING,,277 Westmeadow Pl.,Lowell,IN,46356,7085981390,2,Distributor of infrared heaters & ventilation equipment,Mike Lindy,M,Q,Pres.,,,,,7085981392,,www.infra-redheating.com,sales@infra-redheating.com,,,,,1957,N,I,"under $500,000","1,170",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HE0328,No,5075,,203329,2020INZZ,ZZWD,2016,8, ,AABB,,,
CIRCLE BUSINESS EQUIPMENT,,7340 E. Washington St.,Indianapolis,IN,46219,3172939916,4,"Distributor of new, used & rebuilt business equipment, including paper shredders, folders, typewriters, printers, laminators, plotters, bursters, inserters & cutters",Ron Saba,M,Q,Owner,Jeff Spalding,M,,Sales Mgr.,3172939924,,www.circlebusinessequipment.com,sales@circlebusinessequipment.com,6827 E. Pleasant Run Parkway South Dr.,Indianapolis,IN,46219,1973,R,I,"under $500,000",,N,Bob Rumbaugh,M,,Sales Rep.,Rick Vaughn,M,,Acct. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BU0760,No,5044,5045,209992,2020INZZ,ZZWD,1997,8, ,AABB,,,
"BOX SHOPPE, THE",,"9715 Kincaid Dr., Ste. 1270",Fishers,IN,46037,3178424120,2,"Distributor of packaging materials, including corrugated boxes, gift wrap products & packaging",Kevin Eckstein,M,Q,Pres.,William Eckstein,M,,Dir.,3178451957,,www.boxshoppe.com,boxshoppe@boxshoppe.com,,,,,1984,N,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA0288,No,5113,,210320,2020INZZ,ZZWD,1997,8, ,AABB,,,
BROWN DISTRIBUTING CO.,,2107 Lincolnway W.,Mishawaka,IN,46544,5742550745,8,Wholesaler of automotive parts,Gilbert Brown,M,,Pres.,Rhonda Brown,F,Q,Off. Mgr.,,,browndistributingcompany.com,browndist@sbcglobal.net,,,,,1971,R,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0510,No,5013,5014,210688,2020INZZ,ZZWD,1997,8, ,AABB,5742592488,,
"RAPID REPRODUCTIONS, INC.",,129 S. 11th St.,Terre Haute,IN,47807,8122381681,7,"Distributor of large-format printers, copiers & scanners for the engineering, architectural & graphics industries",Gary Hosking,M,Q,"Pres., Sales Mgr.",Brett Wible,M,,MIS & Off. Mgr.,8122350690,,www.rapidreproductions.net,rapid@rapidreproductions.net,,,,,1954,R,1,$1.5Mil,"4,500",N,Jane Hosking,F,,Fin. Mgr.,Rachel St. Michael,F,,Serv. Coord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL0246,No,5044,,210974,2020INZZ,ZZWD,1997,8, ,AABB,,,
"SCHMITT HEATING & COOLING, INC.","Schmitt Heating & Cooling, Brian",5640 Briar Ct.,Evansville,IN,47711,8124243604,8,"Distributor of HVAC & refrigeration ductwork & controls, grease hoods & kitchen equipment & mechanical services for commercial & residential projects, including installation, maintenance & service",Tracy Schmitt,F,,Pres.,Brian Schmitt,M,Q,"V-P., Estimator",8124224624,8662219195,www.brianschmitthvac.com,britrac@twc.com,,,,,2001,L,S,$1Mil-$5Mil,"6,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HV0125,No,5075,5078,250679,2020INZZ,ZZWD,1998,8,R,A1,8124992943,,
"DITTO SALES, INC.",,1817 W. Virginia St.,Evansville,IN,47716,8124244098,4,Distributor of furniture production machinery,John Evans,M,Q,Plt. Mgr.,,,,,,,www.dittosales.com,gehostetter@dittosales.com,P.O. Box 850,Jasper,IN,47547,1982,R,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ditto Sales, Inc.",Jasper,IN,8124823043,FU0375,No,5084,,250809,2020INZZ,ZZWD,1998,8,V,AABB,,2332 Cathy Ln.,47546
TROYER PRODUCTS,,3310 Magnum Dr.,Elkhart,IN,46516,5749707070,30,"Distributor of textile hook-&-loop fastening & upholstered furniture tapes, straps, buttons & packaging & molded products for the recreational vehicle, marine, specialty vehicle & upholstery markets",Dan Holtz,M,,Pres.,Jo Rood,F,Q,Opers. Mgr.,5749707075,,www.troyerproducts.com,troyerproducts@troyerproducts.com,,,,,1976,R,S,-,"23,600",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA0540,No,5131,5199,250988,2020INZZ,ZZWD,1998,4, ,AABB,,,
"SIMPSON CO., HARRY A.",,3137 Beeler Ave.,Indianapolis,IN,46224,3172901237,2,Distributor of advertising specialties,Harry A. Simpson,M,Q,Owner,Tommy Gruber,M,,Accountant,,,,,,,,,1964,N,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD0420,No,5199,,251029,2020INZZ,ZZWD,1998,7, ,AABB,,,
FASTENER EQUIPMENT CORP.,,1150 Loudermilk Ln.,Valparaiso,IN,46383,7089575100,5,"Distributor of fastener equipment, including cold heading & thread rolling equipment",Lee Loudermilk,M,,Pres.,John P. Ewing,M,,"V-P., Sales & Mktg.",7087986760,,www.fastenerequipmentcorp.com,sales@fastenerequipmentcorp.com,,,,,1983,N,I,$1Mil-$2.5Mil,,N,Denise McDermott,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO0793,No,5084,,284593,2020INZZ,ZZWD,2016,8, ,AABB,,,
"ATLAS MACHINE & SUPPLY, INC.",,5001 Hitch Peters Rd.,Evansville,IN,47711,8124237762,10,"Wholesaler of compressor parts for industrial air compressors, parts washers & pumps",Mike Reitz,M,,Br. Mgr.,Jennifer Rogers,F,Q,Shpg. & Rec. Rep.,8124237622,8554628527,www.atlasmachine.com,info@atlasmachine.com,,,,,1907,R,I,"$500,000-$1Mil","10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlas Machine & Supply, Inc.",Louisville,KY,5025847262,CO1246,No,5084,,297568,2020INZZ,ZZWD,1999,5, ,AABB,,7000 Global Dr.,40258
"COPYFAX, INC.",,6858 Hawthorn Park Dr.,Indianapolis,IN,46220,3178427000,5,"Distributor of full-color copiers, photocopiers, printers, fax machines & supplies, including service",David H. Lanning,M,Q,Owner & Pres.,Ben Edde,M,,Corp. Secy.,3178427036,,www.copyfax-inc.com,info@copyfax-inc.com,P.O. Box 503242,Indianapolis,IN,46250,1972,R,S,"under $500,000","5,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO3085,No,5044,5045,298226,2020INZZ,ZZWD,1999,8, ,AABB,,,
"DAYLIGHT ENGINEERING, INC.",,11022 Elberfeld Rd.,Elberfeld,IN,47613,8129832518,9,Distributor of natural gas processing equipment for the natural gas & hydrocarbon liquids industries,Thomas Sawyer,M,Q,"Pres., Engr.",Pamela Polley,F,,Cont.,8129832515,8005256653,www.daylightengineering.com,info@daylightengineering.com,,,,,1969,I,I,$1.1Mil-$2.2Mil,"12,000",Y,David Munro,M,,Plt. Mgr.,David Southwood,M,,Theoretical Engrg. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA0342,No,5084,,298461,2020INZZ,ZZWD,1999,8, ,AABB,,,
