compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"GOBBLE-FITE LUMBER CO., INC.",,302 Wilson St. N.W.,Decatur,AL,35601,2563535713,48,Distributor of lumber,D. Patterson Fite,M,,"Pres., V-P. & Secy.",Dan S. Fite,M,,"V-P., Sales",2563407212,,www.gobble-fite.com,info@gobble-fite.com,P.O. Box 1808,Decatur,AL,35602,1934,R,S,$11Mil-$25Mil,,N,Susan Fite Lovelace,F,,"V-P., Sales",Tom Hurst,M,,"V-P., Sales",Preston Hurst,M,,"V-P., Opers.",Tony Howard,M,,Pur. Mgr.,Angie Brown,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,LU0260,No,5031,,4435,2020ALZZ,ZZWD,1990,4, ,AABB,,,
"MINER SAW, INC.",,"3094 Denton Rd., P.O. Box 740309",Tuscumbia,AL,35674,2563834099,12,"Distributor of circular carbide tip saw blades, band saws & woodworking equipment",Maria Wright,F,,"Owner, Pres. & Off. Mgr.",Jay 'Mac' McKellips III,M,Q,V-P.,2563867079,8002307297,www.minersawinc.com,minersawinc@yahoo.com,,,,,1997,N,I,$1Mil-$5Mil,"8,800",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA0572,No,5084,5085,4624,2020ALZZ,ZZWD,1990,5,V,AABB,,,
"MC CAIN ENGINEERING CO., INC.",,"2002 McCain Pkwy., P.O. Box 817",Pelham,AL,35124,2056630123,20,Distributor of boilers & boiler parts,Kyle McCain,M,,Pres.,Gary Hyden,M,Q,Accts. Mgr.,2056636823,,www.mccainengineering.com,info@mccainengineering.com,,,,,1922,R,I,$1Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BO0160,No,5074,,4853,2020ALZZ,ZZWD,1990,5, ,AABB,,,
"HOUSE OF THREADS, INC.",,3230 Thomason Ave.,Montgomery,AL,36108,3348343700,10,"Distributor of fasteners, including bolts, nuts & screws",Lee Yeilding,M,,Manager,Tony Montgomery,M,Q,Sales Rep.,3342633888,,www.houseofthreads.com,mtgy@houseofthreads.com,,,,,1978,N,I,-,"25,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wurth House Of Threads, Inc.",Birmingham,AL,2059162512,FA0490,No,5072,,4947,2020ALZZ,ZZWD,1990,5, ,AABB,,144 Industrial Dr.,35211
"LEJOY UNIFORMS, INC.",,608 23rd St. S.,Birmingham,AL,35233,2052528654,9,Distributor of nursing scrubs to nursing schools & the public,Leonard Nichols,M,,Pres.,Janet Spear,F,Q,Off. Mgr.,2052520501,,www.lejoyuniforms.com,sales@lejoyuniforms.com,,,,,1957,N,I,"$500,000-$1Mil","15,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN0065,No,5136,5137,5397,2020ALZZ,ZZWD,1990,9, ,AABB,,,
"DEEP SEA FOODS, INC.",,"13050 N. Wintzell Ave., P.O. Box 669",Bayou La Batre,AL,36509,2518247000,40,Wholesaler of fresh & frozen seafood,Charles Walton Kraver,M,,Pres.,Jack Kawana,M,,V-P.,2518242148,,,,,,,,1967,R,I,$4Mil-$5Mil,"100,000",N,Jane Thompson,F,Q,Corp. Secy.,Joni A. Steiner,F,,Treas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE0006,No,5146,,5424,2020ALZZ,ZZWD,1990,4, ,AABB,,,
"SCOTT MACHINERY & SUPPLY, INC.",,"538 Elm St., Helena Industrial Pk., P.O. Box 430",Helena,AL,35080,2056649644,7,"Distributor of new & used machine tools, including vertical mills, lathes, turning centers, grinders, presses, brakes & forming machines",G. E. Scott III,M,,Chairperson of the Board,George Scott IV,M,Q,"Pres., CFO",2056649796,,www.scottmach.com,ss@scottmach.com,,,,,1947,I,I,$1Mil-$5Mil,"50,000",N,Michael Scott,M,,V-P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0406,No,5084,,5570,2020ALZZ,ZZWD,1990,8, ,AABB,,,
CITY LUMBER CO. AND TRUSS,,3312 Bob Wallace Ave. S.W.,Huntsville,AL,35805,2565330110,40,"Distributor of roof & floor trusses, vinyl, replacement & aluminum clad windows, fiberglass doors, wood doors, interior doors, entry doors, patio doors, fiber cement siding, cabinetry, flooring, paneling, roofing, concrete & sand",Gina Terry,F,,Owner,Jason Terry,M,Q,Pres.,2565330187,,www.citylumberco.com,jason@citylumberco.com,,,,,1974,L,I,$5Mil-$10Mil,"22,000",Y,Penny Vidler,F,,Hum. Res. Mgr.,Lori Stitz,F,,Accts. Rec. Mgr.,Lori Emerson,F,,Accts. Payable Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,BU0242,No,5031,5032,6324,2020ALZZ,ZZWD,1990,4, ,AABB,,,
"SIGN FACES, LLC",Faces,"652 Stuart Ln., P.O. Box 1963",Pelham,AL,35124,2055917777,88,Wholesaler of electric signs,J. Rodney Seay,M,,CEO,Troy W. Crocker,M,Q,Pres.,2055917782,8008003223,www.signfaces.com,info@signfaces.com,,,,,1987,N,L,$9Mil,"60,000",N,Bill Uline,M,,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI0220,No,5046,,6327,2020ALZZ,ZZWD,1990,3, ,AABB,,,
DIXIE EGG CO. OF ALABAMA,,103 McLane Pkwy.,Cottonwood,AL,36320,3346773366,10,Distributor of fresh eggs & related products to the retail & foodservice markets,Steve Shimoda,M,Q,GM,,,,,,,www.dixieegg.com,ncw@dixieegg.com,5139 Edgewood Ct.,Jacksonville,FL,32254,1999,L,I,$1Mil-$5Mil,"7,200",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foodonics International, Inc.",Jacksonville,FL,9047830950,EG0020,No,5144,,21122,2020ALZZ,ZZWD,1991,5, ,AABB,,5139 Edgewood Ct.,32254
"FARMERS POULTRY, INC.",,8314 Highway 157,Cullman,AL,35056,2567345485,7,Distributor of poultry feeding equipment,Andy Ratliff,M,Q,Store Mgr.,,,,,2567343644,,www.farmerspoultrysupply.com,aratliff@farmerspoultrysupply.com,,,,,2004,R,I,$2Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0092,No,5083,,22249,2020ALZZ,ZZWD,1991,9,R,A1,,,
"BALLOONS ARE EVERYWHERE, INC.",,16474 Greeno Rd.,Fairhope,AL,36532,2512102100,68,"Distributor of toy balloons, floral supplies & party goods",Harry Palmer,M,Q,Pres.,,,,,2512102105,8002392000,www.balloons.com,service@balloons.com,,,,,1981,I,S,over $10Mil,"30,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA0573,No,5199,5193,40369,2020ALZZ,ZZWD,1992,3, ,AABB,,,
"GARVIN FEED & SEED CO., C. T.",,2215 Holmes Ave. W.,Huntsville,AL,35816,2565345637,12,Distributor of cattle feed,Monica Clark,F,Q,Pres.,David Davis,M,,GM,2565348890,,www.ctgarvin.com,,,,,,1934,L,L,$1Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AN0086,No,5191,,40446,2020ALZZ,ZZWD,1992,5, ,AABB,,,
FLORALA FARMERS & BUILDERS CO-OP-BULK FERTILIZER,,"1621 Chippeway St., P.O. Box 266",Lockhart,AL,36455,3348586442,3,"Distributor of farm, lawn & garden supplies & building materials, including bagged, bulk & liquid fertilizers, bulk lime, bulk feed, fencing, hardware, lumber, plywood, doors, windows, roofing, shingles & plumbing & electrical products",Kandie Binder,F,Q,Off. Mgr.,Donnie Kimbro,M,,Yard Mgr.,3348583159,,www.floralacoop.com,fcfertilizer@gmail.com,,,,,1997,R,I,"$500,000-$1Mil",,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alabama Farmers Co-Op, Inc.",Decatur,AL,2563536843,FA0320,No,5191,5031,41129,2020ALZZ,ZZWD,1992,8,,,,121 Somerville Rd. N.E.,35601
INTERCONNECT SYSTEMS CORP.,,2950 Drake Ave. S.W.,Huntsville,AL,35805,2568821305,12,Distributor of telecommunication equipment & services,Harry Lioce,M,Q,Pres.,Nick Lioce,M,,V-P.,2568828900,8884381305,www.interconnectsys.net,harryl@interconnectsys.net,,,,,1980,R,S,$1Mil-$5Mil,"10,000",N,Cathy Saik,F,,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE0037,No,5063,5064,66193,2020ALZZ,ZZWD,1993,5, ,AABB,,,
"DAVISON OIL CO., INC.",,8450 Tanner Williams Rd.,Mobile,AL,36608,2516334444,40,"Distributor of lubricants, antifreeze & related chemicals, including blending & packaging",Todd Davison,M,,Pres.,David Padgett,M,,V-P.,2516336311,8007350587,www.davisonoil.com,davison@davisonoil.com,,,,,1949,I,I,$15Mil-$20Mil,"100,000",Y,Lee Griffin,F,,Pur. Mgr.,Jeff O'Brien,M,Q,Safety Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LU0020,No,5172,5169,68545,2020ALZZ,ZZWD,1993,4, ,AABB,,,
"NELSON GLASS CO. & METAL SHOP, INC.",,2213 6th Ave. S.,Birmingham,AL,35233,2053221627,60,"Wholesaler of glass for commercial, residential & industrial applications",Frank Dickson,M,Q,Pres.,,,,,2053221619,,www.nelsonglass.com,info@nelsonglass.com,,,,,1947,R,I,$1Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL0205,No,5039,,70819,2020ALZZ,ZZWD,1993,3, ,AABB,,,
"SEKAS PROCESS EQUIPMENT CO., INC.",,5973 Highway 90 W.,Theodore,AL,36582,2516537541,4,"Distributor of industrial pumps, pump parts & process equipment, including equipment repair",Mark Sekas,M,,Owner & Engrg. Mgr.,Darrell Anthony,M,,Hum. Res. Mgr.,2516537547,8002267541,www.sekasprocess.com,mark@sekasprocess.com,P.O. Box 1159,Theodore,AL,36590,1974,N,1,$2Mil,"7,000",N,Beverly Dixon,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR1132,No,5084,5085,105793,2020ALZZ,ZZWD,1994,9, ,AABB,,,
"JUBILEE FOODS, INC.",Jubilee Seafood,"13050 N. Wintzell Ave., P.O. Box 39",Bayou La Batre,AL,36509,2518242110,100,Distributor of fresh seafood,Walton Kraver,M,,"Pres., R & D Mgr.",Patrick Kraver,M,Q,Sales Mgr.,2518247449,,jubileeseafood.com,mike@jubileeseafood.com,,,,,1989,N,S,-,,N,Joni Steiner,F,,Fin. Mgr.,Mike Williams,M,,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE0006,No,5146,,110093,2020ALZZ,ZZWD,1994,1, ,AABB,,,
"MARTIN ELECTRIC MOTOR SERVICE, INC.",,508 18th St. W.,Jasper,AL,35501,2052219852,5,Distributor of new & rebuilt electric motors,James R. Martin,M,,Pres.,Ron Martin,M,Q,GM,2052219020,,,ron.martinelectricmotor@gmail.com,,,,,1970,L,I,"over $500,000","7,000",N,Gerald Martin,M,,Sales Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0340,No,5063,,110483,2020ALZZ,ZZWD,1994,9, ,AABB,,,
YARBROUGH CABLE SERVICES,,"2822 2nd St., P.O. Box 2073",Muscle Shoals,AL,35661,2563833212,4,Distributor of wire rope & cable,Jackie Powell,M,Q,Br. Mgr.,,,,,2563898029,,yarcable.com,,,,,,1976,N,L,"$500,000-$1Mil","6,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI1000,No,5063,,149050,2020ALZZ,ZZWD,1995,9,V,AABB,,,
MOBILE MECHANICAL SERVICE,,5787 Interstate 10 Industrial Pkwy.,Theodore,AL,36582,2516536948,16,"Distributor of compressed air systems, blast & lifting equipment, rotary automotive lifts & lubrication products",Chris Burns,M,Q,Owner,,,,,2516531131,8884399515,www.mobilemechanical.com,chris.burns@mobilemechanical.com,P.O. Box 200,Theodore,AL,36590,1987,R,I,$3Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1250,No,5084,,149426,2020ALZZ,ZZWD,1995,5,,,,,
SHUTE PECAN CO.,,1475 Ross Clark Cir. S.E.,Dothan,AL,36301,3347945232,30,"Distributor of fresh whole & shelled pecans, almonds, walnuts, cashews, filberts, brazils, pistachios & fruit & nut mixes",Jean Shute,F,Q,Pres.,,,,,3347944048,8005005232,www.shutepecan.com,customerservice@shutepecan.com,,,,,1929,R,I,$5Mil-$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NU0090,No,5145,,150536,2020ALZZ,ZZWD,1995,4, ,AABB,,,
"MULLINS BUILDING PRODUCTS, INC.",,210 Central Cir. S. W.,Decatur,AL,35603,2058360011,20,Distributor of steel doors & frames,Richard Merritt,M,Q,Proj. & Sales Mgr.,Ellis Masters,M,,Consultant,2563519459,,www.mullinsbp.com,emasters@mullinsbp.com,,,,,1992,R,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mullins Building Products, Inc.",Birmingham,AL,2058360011,DO0180,No,5031,,173310,2020ALZZ,ZZWD,1996,5, ,AABB,,5631 Clifford Cir.,35210
"METRO FASTENERS, INC.",,"1014 1/2 Saraland Blvd. S., P.O. Box 779",Saraland,AL,36571,2516750217,4,Distributor of heat-resistant fasteners,Charles Kirksey,M,,Pres.,Charlene Kirksey,F,Q,Off. Mgr.,2516757641,,,metfas45@aol.com,,,,,1985,L,I,"under $500,000","7,300",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0360,No,5072,,179091,2020ALZZ,ZZWD,1996,9, ,AABB,,,
"STEPHENS PIPE & STEEL, LLC",,2891 Highway 160 N.,Warrior,AL,35180,2056470111,40,"Wholesaler of fence materials & products for fence installers, including chain-link, pipe & tube, fittings, gates & panels",John Beatty,M,,Br. Mgr.,Eugene Pugh,M,,Plt. Mgr.,2055900704,8005213810,www.spsfence.com,info@spsfence.com,,,,,1992,N,L,-,,N,Cara Berman,F,Q,Off. Admn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens Pipe & Steel, LLC",Russell Springs,KY,2708663331,FE0278,No,5039,5072,249229,2020ALZZ,ZZWD,1998,4, ,AABB,,"2224 E. Highway 619, P.O. Box 618",42642
"GOSHEN FARMERS CO-OP, INC.",,"301 Greenville Ave., P.O. Box 129",Goshen,AL,36035,3344843441,5,"Distributor of farm fertilizers, seeds & agricultural chemicals",Danny Dewrell,M,Q,GM,,,,,3344843886,,www.goshencoop.com,goshencoop@troycable.net,,,,,1972,L,I,$2.5Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alabama Farmers Co-Op, Inc.",Decatur,AL,2563536843,FA0320,No,5191,5169,249648,2020ALZZ,ZZWD,1998,9, ,AABB,,121 Somerville Rd. N.E.,35601
"REICH CO., HARRY H.",,"4850 Commerce Dr., P.O. Box 218",Trussville,AL,35173,2056552121,15,Distributor of foundry equipment,Harry Reich,M,,Pres.,Peter Reich,M,Q,GM,2056552123,,www.reichcompany.com,sam@reichcompany.com,,,,,1937,I,I,$1Mil-$2.5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FO1700,No,5084,,351311,2020ALZZ,ZZWD,2000,5, ,AABB,,,
SCREEN KLEAN SYSTEMS & SUPPLIES,,"211 E. France St., P.O. Box 430",Jacksonville,AL,36265,2519685680,2,Wholesaler of cleaning equipment,Gerald Jenkins,M,Q,Owner,,,,,,8006899075,,,,,,,1994,R,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL0264,No,5087,,351582,2020ALZZ,ZZWD,2000,7, ,AABB,,,
"NEWTURN SOLUTIONS, INC.",,"1703 Ashley St., P.O. Box 1124",Scottsboro,AL,35768,2562595821,3,"Wholesaler of commercial, heavy-duty & industrial machinery, including chilling chambers, batch ovens, paint booths, highway paving equipment, automatic building machines, lathes, sweepers, personnel carriers, tow tractors & scissor lifts",Larry Johns,M,,Pres.,Joann Johns,F,Q,V-P.,2562591268,,www.newturnsolutions.com,info@newturnsolutions.com,,,,,1993,N,I,"under $500,000",,N,Patsy Brown,F,,Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0530,No,5084,5046,351647,2020ALZZ,ZZWD,2000,8, ,AABB,,,
"PAMASIA, INC.",,4712 Commercial Dr. N.W.,Huntsville,AL,35816,2564611459,6,Distributor of hardwood flooring,Antonius Kurniawan,M,,Pres.,Tammy White,F,Q,CFO,2567729057,8003997743,www.pamasia.com,,,,,,1994,I,I,"under $500,000","10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL0400,No,5031,,351687,2020ALZZ,ZZWD,2000,8, ,AABB,,,
"BRACKIN WHOLESALE COATINGS, INC.",,725 S. Oates St.,Dothan,AL,36301,3347934330,20,Wholesaler of packaging products,John B. Brackin,M,,Pres.,Doug Faulk,M,,MIS Mgr.,3346719497,,www.brackinwholesale.com,littletonbrackin@wholesale.com,,,,,1980,R,I,$1Mil-$2.5Mil,,N,Lori McGriff,F,Q,Pur. Agt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA0080,No,5113,5099,354492,2020ALZZ,ZZWD,2000,5, ,AABB,,,
"ALABAMA BOLT & SUPPLY, INC.",,5200 Old Montgomery Hwy.,Tuscaloosa,AL,35405,2057591991,10,Distributor of hydraulic hoses & fasteners,Charlie Ferguson,M,Q,Owner,,,,,2057591992,8003604740,www.albolt.com,cferguson@albolt.com,,,,,1996,I,S,$1Mil-$5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alabama Bolt & Supply, Inc.",Montgomery,AL,3342699560,HO0310,No,5085,5072,418305,2020ALZZ,ZZWD,2001,5, ,AABB,,"630 Air Base Blvd., P.O. Box 9429",36108
"WINGFOOT COMMERCIAL TIRE SYSTEMS, LLC",Goodyear Commercial Tire & Service Centers,912 31st St. N.,Birmingham,AL,35203,2053220522,14,Wholesaler of commercial truck tires,Chris Sims,M,Q,Center Mgr.,,,,,2053220521,,www.goodyearctsc.com,csims@goodyear.com,,,,,1907,R,L,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodyear Commercial Tire & Service Centers,Fort Smith,AR,4797886400,TI0420,No,5014,,473965,2020ALZZ,ZZWD,2002,5, ,AABB,,1000 S. 21st St.,72901
GOODYEAR COMMERCIAL TIRE & SERVICE CENTERS,,1295 N. Beltine Hwy.,Mobile,AL,36618,2514712714,11,Distributor of commercial tires,Mike Daniels,M,,Store Mgr.,Wendy Land,F,Q,Asst. Off. Mgr.,2514766137,,www.goodyearctsc.com,salesandmarketing@goodyear.com,,,,,1986,R,L,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodyear Commercial Tire & Service Centers,Fort Smith,AR,4797886400,TI0398,No,5014,,473967,2020ALZZ,ZZWD,2002,5, ,AABB,,1000 S. 21st St.,72901
"SYNOVIS MICRO COS. ALLIANCE, INC.",,439 Industrial Ln.,Birmingham,AL,35211,2059410111,5,Distributor of microsurgical instruments & implants,Michael Campbell,M,Q,Dir.,,,,,2059411522,8005103318,www.synovismicro.com,,,,,,1997,I,C,$15Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Synovis Life Technologies, Inc.",St. Paul,MN,6517967300,SU0067,No,5047,,499685,2020ALZZ,ZZWD,2003,9, ,AABB,,2575 University Ave. W.,55114
J & E ENTERPRISES,,P.O. Box 546,Scottsboro,AL,35768,2562596008,2,Distributor of advertising specialties,Harold Brookshire,M,,Ptnr.,Elaine Brookshire,F,Q,Ptnr.,2565744603,,,,,,,,1997,L,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD0420,No,5199,,500020,2020ALZZ,ZZWD,2003,9, ,AABB,,,
"PERSALL & CO., INC.",,215 Oak Cir.,Hayden,AL,35079,2056476855,6,"Wholesaler of promotional products, including advertising specialties, custom clothing & tires",Gene Persall,M,Q,Pres.,,,,,,,www.bigskytrading.com,gene@persall.net,,,,,1985,I,I,-,"45,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR1164,No,5199,5014,500235,2020ALZZ,ZZWD,2003,9, ,AABB,,,
"CREAMER ENTERPRISES, LLC",,4955 Hodgesville Rd.,Dothan,AL,36301,3347901762,2,Distributor of air filters & AC filter services,Walt Creamer,M,Q,Pres.,Monnette Creamer,F,,V-P.,,,,wcent1@aol.com,,,,,1996,R,L,"under $100,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FI0380,No,5075,,1299020,2020ALZZ,ZZWD,2004,7, ,AABB,,,
